0 [ 245.5  616. ]
3 [ 710.48022599  336.07909605]
4 [ 257.5  477.5]
5 [ 394.55026455  315.86243386]
6 [ 489.39766082  431.25730994]
7 [ 356.26553672  371.07344633]
8 [ 112.64666667  264.64      ]
9 [ 118.70238095  219.88690476]
10 [ 106.08333333  555.04166667]
11 [ 593.95833333  463.375     ]
12 [ 435.99145299  666.82905983]
13 [ 193.15591398  285.61827957]
14 [ 386.58469945  478.13661202]
15 [ 181.5  640. ]
0 [ 399.88205128  531.21025641]
1 [ 569.47878788  557.95151515]
2 [ 235.82629108  440.65258216]
3 [ 707.77777778  321.55555556]
4 [ 273.59393939  470.5030303 ]
5 [ 400.90710383  325.66666667]
6 [ 468.66666667  434.11515152]
7 [ 359.74137931  353.44827586]
8 [ 107.00694444  251.35416667]
9 [ 133.54285714  227.46666667]
10 [ 117.125  563.5  ]
11 [ 595.47142857  477.28571429]
12 [ 421.9869281  666.5620915]
13 [ 180.68205128  276.14871795]
14 [ 390.02645503  462.31216931]
15 [ 181.5  640. ]
0 [ 393.3125  516.8125]
1 [ 549.47286822  566.4496124 ]
2 [ 235.15525114  440.29680365]
3 [ 705.24761905  307.71428571]
4 [ 289.59393939  468.01212121]
5 [ 405.66183575  339.59903382]
6 [ 447.23076923  435.23076923]
7 [ 373.07103825  341.69398907]
8 [ 103.77777778  237.27407407]
9 [ 146.01428571  241.85238095]
10 [ 121.45977011  575.51724138]
11 [ 603.05913978  483.55376344]
12 [ 406.86060606  657.24848485]
13 [ 175.51690821  264.0821256 ]
14 [ 401.          448.56451613]
15 [ 181.5  640. ]
0 [ 390.53030303  500.84848485]
1 [ 532.63636364  574.81060606]
2 [ 232.68518519  439.45833333]
3 [ 708.24154589  297.77777778]
4 [ 306.50314465  467.55974843]
5 [ 409.64971751  352.39548023]
6 [ 435.02339181  433.78362573]
7 [ 388.24137931  328.5       ]
8 [ 102.52046784  223.91812865]
9 [ 147.32034632  256.04761905]
10 [ 130.51111111  586.87111111]
11 [ 614.48484848  489.92424242]
12 [ 404.92  643.9 ]
13 [ 179.13615023  250.25821596]
14 [ 410.82258065  434.74193548]
15 [ 181.5  640. ]
0 [ 393.59393939  485.95151515]
1 [ 513.18518519  579.45185185]
2 [ 230.70833333  438.73148148]
3 [ 702.95454545  284.87878788]
4 [ 319.83068783  471.44973545]
5 [ 410.5  368. ]
6 [ 416.68159204  424.15422886]
7 [ 404.15151515  322.56969697]
8 [ 113.07344633  212.53107345]
9 [ 137.83534137  264.79919679]
10 [ 136.25870647  600.1840796 ]
11 [ 619.24043716  500.93989071]
12 [ 393.04166667  637.16666667]
13 [ 183.8974359   234.02564103]
14 [ 434.84577114  434.00497512]
15 [ 181.5  640. ]
0 [ 402.67816092  473.18965517]
1 [ 496.04166667  586.27083333]
2 [ 230.72222222  438.63888889]
3 [ 700.5  269. ]
4 [ 330.25730994  473.2748538 ]
5 [ 406.20588235  380.26470588]
6 [ 421.81944444  408.375     ]
7 [ 418.65384615  317.38461538]
8 [ 126.83625731  200.46783626]
9 [ 127.51476793  276.28270042]
10 [ 136.41062802  607.00483092]
11 [ 621.85648148  513.37962963]
12 [ 379.19727891  628.98639456]
13 [ 191.47488584  220.83105023]
14 [ 434.94791667  434.109375  ]
15 [ 181.5  640. ]
0 [ 412.30769231  469.5       ]
1 [ 474.0625      591.54166667]
2 [ 231.33333333  439.02941176]
3 [ 701.43290043  249.95670996]
4 [ 338.96666667  462.46666667]
5 [ 397.87978142  388.09289617]
6 [ 433.62903226  394.06451613]
7 [ 435.23214286  317.2202381 ]
8 [ 142.14184397  188.84397163]
9 [ 113.7375      287.54583333]
10 [ 143.66666667  615.546875  ]
11 [ 622.51243781  525.76616915]
12 [ 363.11538462  619.23076923]
13 [ 199.00444444  207.03111111]
14 [ 432.28855721  427.9800995 ]
15 [ 181.5  640. ]
0 [ 421.79166667  473.58333333]
1 [ 456.4   593.34]
2 [ 231.92792793  438.35135135]
3 [ 704.25882353  238.38431373]
4 [ 356.16352201  452.55974843]
5 [ 383.98333333  393.27222222]
6 [ 448.11299435  384.18079096]
7 [ 450.          316.94444444]
8 [ 156.10416667  177.83333333]
9 [ 103.03947368  301.61842105]
10 [ 150.68599034  626.41062802]
11 [ 625.63157895  535.78947368]
12 [ 356.65625  599.9375 ]
13 [ 210.08205128  194.38974359]
14 [ 432.          427.56038647]
15 [ 181.5  640. ]
0 [ 429.56613757  480.93121693]
1 [ 441.97575758  594.9030303 ]
2 [ 232.31623932  438.87179487]
3 [ 697.5  235. ]
4 [ 375.57861635  451.14465409]
5 [ 369.27222222  396.37222222]
6 [ 463.7962963   378.45061728]
7 [ 465.34482759  322.22413793]
8 [ 170.7037037   168.48148148]
9 [  95.62869198  318.44725738]
10 [ 158.04761905  625.81904762]
11 [ 624.88127854  537.85844749]
12 [ 358.28930818  580.64779874]
13 [ 216.67647059  185.74019608]
14 [ 430.55        428.36666667]
15 [ 181.5  640. ]
0 [ 440.43502825  490.2259887 ]
1 [ 430.86        581.60666667]
2 [ 232.22222222  438.88477366]
3 [ 689.12962963  223.2962963 ]
4 [ 391.93333333  453.86666667]
5 [ 355.41798942  395.48148148]
6 [ 478.97484277  382.36477987]
7 [ 479.38974359  329.71282051]
8 [ 185.625       160.20833333]
9 [  81.67555556  329.07555556]
10 [ 173.15315315  623.63963964]
11 [ 618.5  546. ]
12 [ 370.19354839  570.21505376]
13 [ 217.26923077  187.42307692]
14 [ 428.7989418  428.4021164]
15 [ 181.5  640. ]
0 [ 448.91534392  502.60846561]
1 [ 420.11299435  566.48022599]
2 [ 232.09210526  438.76754386]
3 [ 682.18965517  209.65517241]
4 [ 400.35294118  464.85294118]
5 [ 348.921875    388.94791667]
6 [ 490.8579235   386.87431694]
7 [ 483.22875817  337.64052288]
8 [ 202.55555556  154.36111111]
9 [  75.96428571  335.13492063]
10 [ 186.56497175  630.92090395]
11 [ 611.46774194  558.4516129 ]
12 [ 387.875       563.97916667]
13 [ 224.71527778  190.18055556]
14 [ 429.2259887   428.98870056]
15 [ 181.5  640. ]
0 [ 454.69270833  518.0625    ]
1 [ 410.53571429  551.71428571]
2 [ 231.34285714  439.12380952]
3 [ 679.78835979  194.92592593]
4 [ 407.08080808  479.16666667]
5 [ 338.23744292  376.93607306]
6 [ 502.51724138  392.56896552]
7 [ 484.45273632  350.06467662]
8 [ 221.08080808  151.53535354]
9 [  72.96787149  351.06827309]
10 [ 199.72072072  641.52252252]
11 [ 599.47089947  571.13227513]
12 [ 403.73913043  563.1884058 ]
13 [ 238.72789116  195.04761905]
14 [ 429.62564103  430.79487179]
15 [ 181.5  640. ]
0 [ 459.87719298  533.35672515]
1 [ 409.77575758  538.26060606]
2 [ 230.73593074  440.10822511]
3 [ 668.36734694  188.08843537]
4 [ 411.64285714  494.07142857]
5 [ 329.56621005  364.71689498]
6 [ 510.58757062  398.71751412]
7 [ 484.36666667  363.23333333]
8 [ 238.01801802  150.69369369]
9 [  68.08438819  364.47679325]
10 [ 211.1875      644.72916667]
11 [ 581.76100629  580.59119497]
12 [ 409.97484277  567.36477987]
13 [ 253.44  200.14]
14 [ 430.68181818  429.06565657]
15 [ 181.5  640. ]
0 [ 464.64848485  548.96969697]
1 [ 414.53333333  523.66666667]
2 [ 206.56666667  432.66666667]
3 [ 657.52713178  175.24031008]
4 [ 416.25757576  504.40909091]
5 [ 321.62222222  350.72888889]
6 [ 514.1         396.26666667]
7 [ 481.69398907  377.0273224 ]
8 [ 254.13043478  150.41304348]
9 [  72.05691057  372.56097561]
10 [ 224.83625731  653.95321637]
11 [ 562.64583333  588.26388889]
12 [ 424.04848485  571.80606061]
13 [ 268.76608187  208.35672515]
14 [ 430.55026455  429.32275132]
15 [ 181.5  640. ]
0 [ 465.51977401  563.41242938]
1 [ 421.25757576  506.75757576]
2 [ 207.24074074  433.18518519]
3 [ 647.73076923  160.28846154]
4 [ 419.29885057  520.77586207]
5 [ 319.28378378  349.56756757]
6 [ 517.97883598  395.23280423]
7 [ 474.55897436  387.71282051]
8 [ 271.19047619  151.26666667]
9 [  80.20080321  383.64257028]
10 [ 238.0483871   666.48387097]
11 [ 545.22        587.47333333]
12 [ 439.5    578.875]
13 [ 283.90104167  220.28125   ]
14 [ 429.89583333  429.74479167]
15 [ 181.5  640. ]
0 [ 464.85714286  573.54285714]
1 [ 432.38235294  510.15196078]
2 [ 208.14358974  433.6974359 ]
3 [ 640.22666667  144.88      ]
4 [ 419.4         520.58333333]
5 [ 317.35820896  349.52238806]
6 [ 523.9375  397.1875]
7 [ 467.22580645  396.33870968]
8 [ 285.57657658  155.12612613]
9 [  83.08230453  398.80658436]
10 [ 246.53846154  680.34615385]
11 [ 530.78571429  581.        ]
12 [ 455.8128655   589.88888889]
13 [ 294.91515152  230.08484848]
14 [ 430.5   430.25]
15 [ 181.5  640. ]
0 [ 463.13636364  577.93939394]
1 [ 440.34375  522.75   ]
2 [ 210.67179487  434.03589744]
3 [ 631.07936508  136.23809524]
4 [ 419.44444444  520.08187135]
5 [ 312.22705314  344.6763285 ]
6 [ 528.00952381  404.45714286]
7 [ 457.6918239  396.5408805]
8 [ 299.4796748   159.95934959]
9 [  84.05098039  412.76862745]
10 [ 255.09615385  688.94230769]
11 [ 520.56613757  571.75661376]
12 [ 470.47089947  599.86772487]
13 [ 302.04102564  244.96410256]
14 [ 430.72395833  430.1875    ]
15 [ 181.5  640. ]
0 [ 462.62365591  578.96774194]
1 [ 444.18721461  539.37442922]
2 [ 211.41777778  444.80888889]
3 [ 620.88666667  124.14      ]
4 [ 419.34463277  520.14689266]
5 [ 313.94835681  336.19248826]
6 [ 529.38624339  418.96296296]
7 [ 443.84242424  396.66666667]
8 [ 300.49673203  167.60130719]
9 [  81.225       425.43333333]
10 [ 252.34  698.6 ]
11 [ 511.02469136  560.        ]
12 [ 481.92592593  611.31481481]
13 [ 305.11299435  261.73446328]
14 [ 435.97333333  453.29333333]
15 [ 181.5  640. ]
0 [ 458.74479167  583.78125   ]
1 [ 442.60199005  551.58706468]
2 [ 206.11111111  457.24444444]
3 [ 614.99145299  113.91452991]
4 [ 418.92655367  520.29378531]
5 [ 317.69607843  320.32352941]
6 [ 528.4040404   434.18181818]
7 [ 443.77777778  396.62573099]
8 [ 294.37984496  178.17054264]
9 [  89.71428571  433.58333333]
10 [ 256.79432624  698.82269504]
11 [ 505.24193548  545.74193548]
12 [ 492.61827957  615.43010753]
13 [ 302.7025641   277.86666667]
14 [ 438.52083333  454.9375    ]
15 [ 181.5  640. ]
0 [ 450.95321637  591.58479532]
1 [ 437.93548387  565.14516129]
2 [ 197.14718615  469.03463203]
3 [ 600.34108527  107.20155039]
4 [ 418.56613757  520.81481481]
5 [ 322.05641026  300.91794872]
6 [ 522.39800995  451.54228856]
7 [ 435.09039548  392.21468927]
8 [ 282.81196581  192.91452991]
9 [  97.35772358  446.7804878 ]
10 [ 263.33333333  692.33333333]
11 [ 505.83854167  536.        ]
12 [ 493.56666667  629.23333333]
13 [ 291.56451613  280.34946237]
14 [ 442.66666667  452.49593496]
15 [ 181.5  640. ]
0 [ 438.88461538  600.20512821]
1 [ 433.21505376  574.30645161]
2 [ 184.79555556  485.13777778]
3 [ 590.91452991   97.11111111]
4 [ 418.11111111  520.77272727]
5 [ 333.66666667  282.63333333]
6 [ 513.72486772  469.07407407]
7 [ 424.98830409  386.06432749]
8 [ 268.61728395  194.97530864]
9 [ 105.13419913  460.77056277]
10 [ 271.17283951  693.41975309]
11 [ 508.84153005  533.26775956]
12 [ 494.48538012  635.28654971]
13 [ 283.87878788  281.2020202 ]
14 [ 441.67117117  457.62162162]
15 [ 181.5  640. ]
0 [ 429.43537415  606.08843537]
1 [ 433.11111111  574.6374269 ]
2 [ 172.65296804  501.91324201]
3 [ 578.5045045    94.45045045]
4 [ 417.71875     521.09895833]
5 [ 348.42592593  265.48148148]
6 [ 503.80882353  483.60784314]
7 [ 418.56497175  379.66666667]
8 [ 268.95454545  195.86363636]
9 [ 111.97991968  475.83534137]
10 [ 279.79569892  698.46236559]
11 [ 508.71751412  533.41242938]
12 [ 498.84666667  640.44      ]
13 [ 270.4591195   281.36477987]
14 [ 446.69354839  459.48387097]
15 [ 181.5  640. ]
0 [ 423.83615819  615.2259887 ]
1 [ 428.41666667  577.16666667]
2 [ 154.46666667  510.07179487]
3 [ 563.40952381   86.99047619]
4 [ 419.3286385   522.57276995]
5 [ 365.8  253.1]
6 [ 487.98830409  493.93567251]
7 [ 411.62903226  372.19354839]
8 [ 271.  199.]
9 [ 118.88034188  490.76923077]
10 [ 275.57692308  692.73076923]
11 [ 508.10062893  530.10691824]
12 [ 500.33333333  646.15757576]
13 [ 259.859375    282.64583333]
14 [ 442.2962963  463.2962963]
15 [ 181.5  640. ]
0 [ 412.30065359  626.37908497]
1 [ 413.34013605  580.42176871]
2 [ 133.32850242  512.85990338]
3 [ 553.67647059   74.5       ]
4 [ 419.63809524  522.81428571]
5 [ 386.4180791   246.80225989]
6 [ 469.9047619  501.5170068]
7 [ 405.67171717  364.40909091]
8 [ 270.87681159  199.84782609]
9 [ 124.47325103  504.14403292]
10 [ 279.23931624  681.8034188 ]
11 [ 512.08717949  518.87179487]
12 [ 504.10928962  647.23497268]
13 [ 246.83060109  287.40983607]
14 [ 431.07142857  470.91071429]
15 [ 181.5  640. ]
0 [ 401.15602837  637.58156028]
1 [ 395.39455782  587.23129252]
2 [ 122.14634146  508.30487805]
3 [ 546.88405797   63.8115942 ]
4 [ 422.81034483  533.20689655]
5 [ 406.59393939  241.5030303 ]
6 [ 454.08  506.14]
7 [ 402.05714286  359.17142857]
8 [ 261.43181818  205.43181818]
9 [ 128.18181818  518.13636364]
10 [ 292.71052632  671.28947368]
11 [ 523.875  504.5  ]
12 [ 511.72413793  651.93103448]
13 [ 231.51412429  287.00564972]
14 [ 415.23030303  479.12121212]
15 [ 181.5  640. ]
0 [ 386.5  643.5]
1 [ 381.07142857  593.53571429]
2 [ 122.37899543  511.94063927]
3 [ 534.29166667   64.04166667]
4 [ 429.73224044  548.50273224]
5 [ 425.65536723  241.29943503]
6 [ 444.25925926  506.57407407]
7 [ 398.86666667  353.76666667]
8 [ 246.89430894  211.39837398]
9 [ 126.11640212  522.08994709]
10 [ 309.40625     664.39583333]
11 [ 542.04        496.68666667]
12 [ 510.49673203  656.39869281]
13 [ 216.125  284.5  ]
14 [ 403.07142857  477.95833333]
15 [ 181.5  640. ]
0 [ 369.66666667  646.39007092]
1 [ 366.53846154  600.84615385]
2 [ 120.09401709  516.05128205]
3 [ 519.90123457   58.98765432]
4 [ 435.85        567.46666667]
5 [ 447.43169399  245.33333333]
6 [ 428.90849673  499.87581699]
7 [ 397.5625   348.71875]
8 [ 239.60130719  216.96732026]
9 [ 113.71794872  529.6974359 ]
10 [ 324.375   669.8125]
11 [ 558.06060606  500.24242424]
12 [ 505.48484848  663.22727273]
13 [ 200.72139303  278.74129353]
14 [ 383.4         469.66111111]
15 [ 181.5  640. ]
0 [ 354.71428571  644.21428571]
1 [ 352.03846154  605.11538462]
2 [ 113.98387097  521.14516129]
3 [ 511.   51.]
4 [ 431.58469945  580.69398907]
5 [ 466.8  251.9]
6 [ 414.32258065  491.38172043]
7 [ 397.56666667  347.76666667]
8 [ 242.58  224.34]
9 [  99.17948718  521.38974359]
10 [ 329.34  678.34]
11 [ 567.93103448  507.53448276]
12 [ 497.76190476  668.92517007]
13 [ 185.51643192  270.72769953]
14 [ 362.19354839  460.53225806]
15 [ 181.5  640. ]
0 [ 346.10555556  635.08333333]
1 [ 342.52777778  594.83796296]
2 [ 108.   527.5]
3 [ 509.12698413   43.44444444]
4 [ 418.6163522   593.37106918]
5 [ 484.62903226  263.80645161]
6 [ 400.86666667  481.04242424]
7 [ 397.42307692  347.34615385]
8 [ 238.78846154  238.44230769]
9 [  85.18055556  508.75462963]
10 [ 335.1965812   688.23931624]
11 [ 579.52380952  504.83928571]
12 [ 482.25225225  675.41441441]
13 [ 178.58937198  259.85990338]
14 [ 342.21164021  451.57671958]
15 [ 181.5  640. ]
0 [ 338.36021505  626.77419355]
1 [ 328.70892019  584.49765258]
2 [ 104.20091324  522.73515982]
3 [ 500.14942529   43.09195402]
4 [ 399.54  604.84]
5 [ 497.96135266  276.87439614]
6 [ 388.98974359  469.20512821]
7 [ 397.1025641   348.18974359]
8 [ 228.45238095  250.33333333]
9 [  75.14473684  492.38157895]
10 [ 344.20987654  690.79012346]
11 [ 590.7037037   507.17283951]
12 [ 467.65811966  681.09401709]
13 [ 169.65027322  245.75956284]
14 [ 326.01388889  440.19444444]
15 [ 181.5  640. ]
0 [ 338.27619048  625.24285714]
1 [ 314.31555556  571.11555556]
2 [  96.99588477  513.94650206]
3 [ 486.60714286   38.96428571]
4 [ 379.24  615.34]
5 [ 506.45273632  291.06467662]
6 [ 380.98974359  461.20512821]
7 [ 396.6         348.76666667]
8 [ 217.43478261  260.63043478]
9 [  66.47555556  476.72888889]
10 [ 356.61728395  691.34567901]
11 [ 597.03225806  509.30645161]
12 [ 448.85        680.83333333]
13 [ 161.5         240.63157895]
14 [ 319.8030303   420.18181818]
15 [ 181.5  640. ]
0 [ 329.77272727  615.59090909]
1 [ 302.86666667  555.06190476]
2 [  89.39351852  504.13425926]
3 [ 473.88888889   34.35353535]
4 [ 359.5177305   623.16312057]
5 [ 498.06989247  298.03225806]
6 [ 372.91282051  448.65128205]
7 [ 394.58787879  350.01212121]
8 [ 202.66666667  268.37398374]
9 [  76.86309524  474.77380952]
10 [ 369.0625  693.375 ]
11 [ 606.32679739  504.73202614]
12 [ 430.03100775  677.13178295]
13 [ 156.92018779  236.657277  ]
14 [ 314.40625  399.375  ]
15 [ 181.5  640. ]
